show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s11,TV Show,Vendetta: Truth_ Lies and The Mafia,,,,24-Sep-21,2021,TV-MA,1 Season,Crime TV Shows_ Docuseries_ International TV Shows,"Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?"
s5250,Movie,Verónica,Carlos Algara_ Alejandro Martinez-Beltran,Arcelia Ramírez_ Olga Segura_ Sofía Garza,Mexico,1-Oct-17,2017,TV-MA,81 min,Dramas_ Independent Movies_ International Movies,A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin_ where the women test each other's boundaries.
s5026,Movie,Veronica,Paco Plaza,Sandra Escacena_ Claudia Placer_ Bruna González_ Iván Chavero_ Ana Torrent_ Consuelo Trujillo,Spain,25-Feb-18,2017,TV-MA,105 min,Horror Movies_ International Movies_ Thrillers,In 1991 Madrid_ after holding a séance at school_ a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.
s3971,TV Show,Versailles,,George Blagden_ Alexander Vlahos_ Tygh Runyan_ Stuart Bowman_ Evan Williams_ Elisa Lasowski_ Joe Sheridan_ Steve Cumyn_ Anna Brewster_ Maddison Jaizani_ Pip Torrens_ Catherine Walker_ Lizzie Brocheré_ Geoffrey Bateman,France_ Canada,29-Mar-19,2018,TV-MA,3 Seasons,International TV Shows_ TV Dramas,King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.
s3974,Movie,Verses of Love,Hanung Bramantyo,Fedi Nuril_ Rianti Cartwright_ Carissa Putri_ Melanie Putria_ Zaskia Adya Mecca_ Surya Saputra_ Dennis Adhiswara_ Oka Antara,Indonesia,27-Mar-19,2008,TV-PG,126 min,Dramas_ International Movies_ Romantic Movies,Polygamy_ piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle.
s3414,Movie,Verses of Love 2,Guntur Soeharjanto,Fedi Nuril_ Tatjana Saphira_ Dewi Sandra_ Chelsea Islan_ Nur Fazura_ Pandji Pragiwaksono_ Arie Untung_ Bront Palarae_ Dewi Irawan,Indonesia,18-Oct-19,2017,TV-14,127 min,Dramas_ Faith & Spirituality_ International Movies,Now a lecturer in Edinburgh_ Fahri tries to begin a new chapter as the love of his life_ Aisha_ volunteers in the Gaza Strip. Have they moved on?
s5639,Movie,Very Big Shot,Mir-Jean Bou Chaaya,Alain Saadeh_ Fouad Yammine_ Tarek Yaacoub_ Alexandra Kahwaji_ Wissam Fares_ Georges Hayeck_ Fadi Abi Samra_ Marcel Ghanem,Lebanon_ Qatar,12-Jan-17,2015,TV-MA,109 min,Comedies_ Dramas_ International Movies,When three brothers struggling to go straight become targets of a criminal underworld_ they use the making of a movie as a front to transport drugs.
s4612,Movie,Vettai,N. Linguswamy,Arya_ Madhavan_ Sameera Reddy_ Amala Paul_ Nasser_ Ashutosh Rana_ Sreejith Ravi_ Muthukumar,India,1-Oct-18,2012,TV-14,156 min,Action & Adventure_ International Movies_ Music & Musicals,This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother_ Guru.
s5366,TV Show,Vexed,,Toby Stephens_ Miranda Raison_ Lucy Punch_ Nick Dunning_ Rory Kinnear_ Ronny Jhutti_ Roger Griffiths_ Patrick Baladi,United Kingdom,1-Aug-17,2012,TV-MA,2 Seasons,British TV Shows_ Crime TV Shows_ International TV Shows,Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.
s8675,Movie,Viceroy's House,Gurinder Chadha,Hugh Bonneville_ Gillian Anderson_ Manish Dayal_ Huma Qureshi_ Michael Gambon_ David Hayman_ Simon Callow_ Denzil Smith_ Neeraj Kabi_ Tanveer Ghani_ Om Puri_ Lily Travers,United Kingdom_ India_ Sweden,12-Dec-17,2017,NR,106 min,Dramas,As viceroy Lord Mountbatten arrives in Delhi to oversee a transfer of power from Britain to India in 1947_ war looms between religious factions.
s3588,TV Show,Victim Number 8,,César Mateo_ María de Nati_ Verónika Moral_ Iñaki Ardanaz_ Farah Hamed_ Lisi Linder_ Khaled Kouka_ Óscar Zafra_ Jesús Ruyman_ Alfonso Torregrosa_ Itziar Lazkano_ Son Khoury_ Youssef Bougarouane_ Marcial Álvarez,Spain,16-Aug-19,2018,TV-MA,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Action & Adventure,No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.
s5953,Movie,Victim of Beauty,Roger Young,William Devane_ Jeri Ryan_ Michele Abrams_ Nick Searcy_ Linda Pierce_ J. Don Ferguson_ Butch Slade_ Joyce Bowden-Kirby,United States,1-Oct-11,1991,TV-14,93 min,Dramas_ Thrillers,A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.
s8676,Movie,Victor,Brandon Dickerson,Patrick Davis_ Lisa Vidal_ Josh Pence_ José Zúñiga_ Haley Ramm_ Matt Angel_ J. Michael Trautmann_ Lobo Sebastian,United States,24-Jul-17,2015,PG-13,110 min,Dramas,In 1962 Brooklyn_ a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?
s3326,TV Show,Victorious,,Victoria Justice_ Leon Thomas III_ Matt Bennett_ Elizabeth Gillies_ Ariana Grande_ Avan Jogia_ Daniella Monet_ Michael Eric Reid_ Jake Farrow_ Eric Lange,United States,2-Nov-19,2013,TV-G,3 Seasons,Kids' TV_ TV Comedies,When aspiring singer Tori Vega joins the eccentric students at Hollywood Arts High_ she struggles to fit in with the amazingly talented teens.
s3352,TV Show,Vientos de agua,,Ernesto Alterio_ Eduardo Blanco_ Héctor Alterio_ Darío Valenzuela_ Pablo Rago_ Angie Cepeda_ Marta Etura_ Giulia Michelini_ Carlos Kaspar,Argentina_ Spain,1-Nov-19,2006,TV-MA,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Dramas,José Olaya_ a Spanish miner_ emigrates to Argentina in 1934_ while his son_ an architect_ moves to Spain after Argentina's economic collapse in 2001.
s8677,Movie,Viking Destiny,David L.G. Hughes,Anna Demetriou_ Timo Nieminen_ Will Mellor_ Andrew Whipp_ Paul Freeman_ Terence Stamp_ Ian Beattie_ Victoria Broom_ Taylor Frost_ Martyn Ford,United Kingdom_ Belgium,2-Feb-19,2018,R,91 min,Action & Adventure_ Sci-Fi & Fantasy,Framed for her father’s murder_ an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne.
s8678,Movie,Vikings Unearthed,Harvey Lilley,Eric Meyers,United States,1-Mar-17,2016,TV-PG,113 min,Documentaries,Archaeologist Sarah Parcak follows clues to early Viking explorations and discusses just what these notoriously fierce warriors were really like.
s2044,Movie,Villain,Philip Barantini,Craig Fairbrass_ George Russo_ Robert Glenister_ Izuka Hoyle_ Mark Monero_ Tomi May_ Eloise Lovell Anderson_ Taz Skylar_ Nicholas Aaron,United Kingdom,5-Sep-20,2020,R,97 min,Dramas,Fresh out of prison_ an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.
s3995,Movie,Vince and Kath and James,Theodore Boborol,Julia Barretto_ Joshua Garcia_ Ronnie Alonte_ Maris Racal_ Ina Raymundo_ Shamaine Centenera_ Ana Abad-Santos_ Jeric Raval_ Allan Paule_ Manuel Chua,Philippines,21-Mar-19,2016,TV-PG,115 min,International Movies_ Romantic Movies,Love can be complicated_ especially when Vince agrees to secretly woo Kath via text on behalf of James – while falling for her_ too.
s8679,Movie,Vincent N Roxxy,Gary Michael Schultz,Emile Hirsch_ Zoë Kravitz_ Emory Cohen_ Zoey Deutch_ Beau Knapp_ Jason Mitchell_ Scott Mescudi_ Jeff Gum_ Joey Bicicchi,United States,2-Sep-17,2016,R,101 min,Dramas_ Thrillers,In rural Louisiana_ a terse loner forges a redemptive bond with a woman he saved from a killer_ but a violent past soon catches up with both of them.
s1286,TV Show,Vincenzo,,Song Joong-ki_ Jeon Yeo-been_ Ok Taec-yeon_ Yoo Jae-myung_ Kim Yeo-jin_ Kwak Dong-yeon_ Cho Han-cheul,South Korea,21-Feb-21,2021,TV-14,1 Season,International TV Shows_ TV Comedies_ TV Dramas,During a visit to his motherland_ a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.
s4132,TV Show,Violet Evergarden,,Yui Ishikawa_ Takehito Koyasu_ Daisuke Namikawa_ Aya Endo_ Koki Uchiyama_ Minori Chihara_ Haruka Tomatsu,Japan,5-Feb-19,2018,TV-14,1 Season,Anime Series_ International TV Shows_ Romantic TV Shows,The war is over_ and Violet Evergarden needs a job. Scarred and emotionless_ she takes a job as a letter writer to understand herself and her past.
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,Yui Ishikawa_ Minako Kotobuki_ Aoi Yuki,Japan,2-Apr-20,2019,TV-PG,91 min,Anime Features_ International Movies_ Sci-Fi & Fantasy,A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.
s4537,TV Show,Violet Evergarden: Special,,Yui Ishikawa_ Takehito Koyasu_ Daisuke Namikawa_ Aya Endo_ Kouki Uchiyama_ Minori Chihara_ Haruka Tomatsu_ Yoko Hikasa,,4-Oct-18,2018,TV-PG,1 Season,Anime Series_ International TV Shows_ Romantic TV Shows,Auto Memory Doll Violet Evergarden writes letters for people who can’t_ learning about her war-torn country and her own hardened heart along the way.
s5519,Movie,Vir Das: Abroad Understanding,Marcus Raboy,Vir Das,United States,25-Apr-17,2017,TV-MA,66 min,Stand-Up Comedy,Comedian Vir Das tackles nationalism_ globalism_ good food and bad politics in two cleverly crosscut performances in New York and New Delhi.
s2988,Movie,Vir Das: For India,Vir Das_ Ajay Bhuyan,Vir Das,India,26-Jan-20,2020,TV-MA,76 min,Stand-Up Comedy,From the Vedas to Vasco da Gama to vacuous Bollywood plotlines_ comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.
s4315,Movie,Vir Das: Losing It,Marcus Raboy,Vir Das,United States,11-Dec-18,2018,TV-MA,68 min,Stand-Up Comedy,The world's got a lot of problems_ but Vir Das has a lot of answers as he discusses travel_ religion_ his childhood and more in this stand-up special.
s1543,Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,Vir Das,India,16-Dec-20,2020,TV-MA,50 min,Stand-Up Comedy,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
s8680,TV Show,ViR: The Robot Boy,,Vidit Kumar_ Roopa Bhimani_ Anubhav Saha_ Brian Dcosta,,31-Mar-18,2013,TV-Y7,2 Seasons,Kids' TV,Humanoid robot boy ViR lives with his inventor_ Dr. Prem Sahay_ and_ with his best friends_ is always ready to use his superpowers to save the day.
s489,TV Show,Virgin River,,Alexandra Breckenridge_ Martin Henderson_ Tim Matheson_ Annette O'Toole_ Colin Lawrence_ Jenny Cooper_ Lauren Hammersley,United States,9-Jul-21,2021,TV-14,3 Seasons,Romantic TV Shows_ TV Dramas,Searching for a fresh start_ a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.
s4152,Movie,Virsa,Pankaj Batra,Arya Babbar_ Kanwaljeet Singh_ Gulshan Grover_ Mehreen Raheel_ Aparna Sharma_ Aman Dhaliwal_ Noman Ijaz,India_ Pakistan,30-Jan-19,2010,TV-14,127 min,Dramas_ International Movies_ Music & Musicals,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
s5926,Movie,Virunga,Orlando von Einsiedel,,United Kingdom_,7-Nov-14,2014,TV-MA,100 min,Documentaries_ International Movies,The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
s5919,Movie,Virunga: Gorillas in Peril,,,United States,13-Feb-15,2015,TV-14,29 min,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
s8681,Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,Roshan Mathew_ Asha Sarath_ Prayaga Martin_ Zarina Wahab_ Renji Panicker_ Leona Lishoy_ Santhosh Keezhattoor_ Sunil Sukhada,India,1-Jul-18,2017,TV-14,125 min,Dramas_ International Movies,When a mother and her daughter arrive to stay in his home in Kerala_ a young Muslim man becomes torn between love_ faith and clashing political views.
s8682,Movie,Vitti Dandu,Ganesh Kadam,Dilip Prabhavalkar_ Ashok Samarth_ Yatin Karyekar_ Nishant Bhavsar_ Mrunal Thakur_ Vikas Kadam_ Utpal Sawant_ Ravindra Mankani_ Shubhankar Atre_ Charudatta Bhagwat,India,15-Jul-17,2014,TV-14,116 min,Dramas_ International Movies,In a remote village in colonial India_ an old man and his grandson display strong differences in their attitudes toward the country's British rulers.
s2341,Movie,Vivah,Sooraj R. Barjatya,Shahid Kapoor_ Amrita Rao_ Anupam Kher_ Alok Nath_ Seema Biswas_ Samir Soni_ Lata Sabharwal_ Manoj Joshi_ Dinesh Lamba_ Amrita Prakash,India,25-Jun-20,2006,TV-14,166 min,Dramas_ International Movies_ Romantic Movies,Set up for an arranged marriage_ a young couple enjoys an old-fashioned courtship_ until an accident days before their wedding tests their nascent love.
s301,Movie,Vivo,Kirk DeMicco_ Brandon Jeffords,Lin-Manuel Miranda_ Ynairaly Simo_ Zoe Saldana_ Juan de Marcos_ Brian Tyree Henry_ Gloria Estefan_ Michael Rooker_ Nicole Byer,Canada_ United States,6-Aug-21,2021,PG,100 min,Children & Family Movies_ Music & Musicals,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
s996,Movie,Vizontele,Yılmaz Erdoğan_ Ömer Faruk Sorak,Yılmaz Erdoğan_ Demet Akbağ_ Altan Erkekli_ Cem Yılmaz_ Cezmi Baskın_ Bican Günalan_ Sebnem Sönmez_ İclal Aydın_ Mesut Çakarli_ Zeynep Tokuş,Turkey,23-Apr-21,2001,TV-MA,106 min,Comedies_ Dramas_ International Movies,In 1974_ a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers.
s8683,Movie,Vizontele Tuuba,Yılmaz Erdoğan,Yılmaz Erdoğan_ Tarık Akan_ Altan Erkekli_ Cezmi Baskın_ İclal Aydın_ Demet Akbağ_ Tuba Ünsal_ Tolga Çevik,Turkey,10-Mar-17,2004,NR,106 min,Comedies_ Dramas_ International Movies,With civil war looming_ a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.
s8684,Movie,Vodka Diaries,Kushal Srivastava,Kay Kay Menon_ Raima Sen_ Mandira Bedi_ Sharib Hashmi_ Rishi Bhutani_ Herry Tangri_ Vaishnavi Dhanraj_ Swati Rajput,India,31-Dec-19,2018,TV-14,113 min,Dramas_ International Movies_ Thrillers,While investigating a series of murders and the nightclub that links them_ a detective’s case takes an alarming turn when his wife goes missing.
s1770,TV Show,Voice,,Jang Hyuk_ Lee Ha-na_ Baek Sung-hyun_ Ye-sung_ Son Eun-seo_ Kwon Jae-hwan_ Lee Ju-seung_ Kim Jae-wook,South Korea,1-Nov-20,2018,TV-14,2 Seasons,Crime TV Shows_ International TV Shows_ Korean TV Shows,A deft detective whose wife is killed by a serial murderer teams up with a rookie cop_ a gifted voice profiler dealing with her own father’s murder.
s614,Movie,Voiceless,Robert O. Peters,Uzee Usman_ Yakubu Mohammed_ Asabe Madaki_ Sani Mu’azu_ Rekiya Ibrahim Atta_ Adam Garba_ Abba Ali Zaky_ Habiba Zock-Sock_ Abdul’ Usman Zada_ Nadia Dutch_ Abubakar Maina_ Healing Marcus Udor_ Jamila Ibrahim,Nigeria,1-Jul-21,2020,TV-MA,112 min,Dramas_ International Movies_ Thrillers,A bright and promising young girl gets abducted and taken to a terrorist camp_ where she unexpectedly crosses paths with her soulmate.
s1673,TV Show,Voices of Fire,,Pharrell Williams,United States,20-Nov-20,2020,TV-PG,1 Season,Docuseries_ Reality TV,In this faith-based docuseries_ Bishop Ezekiel Williams builds an inspiring_ nontraditional gospel choir with the help of superstar nephew Pharrell.
s4312,TV Show,Voltron: Legendary Defender,,Jeremy Shada_ Tyler Labine_ Bex Taylor-Klaus_ Josh Keaton_ Steven Yeun_ Kimberly Brooks_ Rhys Darby_ A.J. LoCascio,United States,14-Dec-18,2018,TV-Y7,8 Seasons,Kids' TV,In an all-new series_ five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.
s2866,Movie,Voulez-vous rire avec moi ce soir?,Yacine Belhousse,Gad Elmaleh_ Eddie Izzard_ Bill Burr_ Todd Barry_ Kyan Khojandi_ Judah Friedlander_ Blanche Gardin_ Mike Ward_ Igor Meerson_ Dan Naturman_ Tony Law_ Daniel Gagnon_ Sebastian Marx_ Michael Mittermeier_ Paul Taylor_ Korine Côté_ Guillermo Guiz_ Virginie Fortin_ Francesco De Carlo,France,1-Mar-20,2018,TV-MA,93 min,Documentaries_ International Movies,French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.
s5149,Movie,Voyeur,Myles Kane_ Josh Koury,Gay Talese,United States,1-Dec-17,2017,TV-MA,96 min,Documentaries,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
s8685,TV Show,Vroomiz,,Joon-seok Song_ Jeong-hwa Yang_ Sang-hyun Um_ So-yeong Lee_ Jeong-shin Woo_ So-yeong Hong_ Tae-yeol Jeon,South Korea, August 1_ 2017,2016,TV-Y,3 Seasons,Kids' TV_ Korean TV Shows,For these half-car_ half-animal friends_ each day in Zippy City is a chance to have fun_ be creative and use teamwork to solve difficult problems.
s8686,Movie,VS.,Ed Lilly,Connor Swindells_ Fola Evans-Akingbola_ Nicholas Pinnock_ Ruth Sheen_ Emily Taaffe_ Shotty Horroh_ Paige Meade_ Elliot Barnes-Worrell_ Joivan Wade_ Youssef Berouain_ Jurell Carter_ Ellie James,United Kingdom,19-Jun-19,2018,TV-MA,99 min,Dramas,A young man in foster care finds his voice in the underground rap battle scene. But when his mother returns_ a lifetime of pain comes with her.
s4815,Movie,W. Kamau Bell: Private School Negro,Shannon Hartman,W. Kamau Bell,United States,26-Jun-18,2018,TV-MA,66 min,Stand-Up Comedy,"Comedian W. Kamau Bell muses on parenting in the Trump era_ ""free speech"" dustups_ woke children's TV and his fear of going off the grid."
